Original Cell Type Name,Standardized Celltype Name
Patient_Bone_Marrow,Patient_Bone_Marrow
Patient_derived_xenograft_cells,Patient_derived_xenograft_cells
PaTu8988S_Pancreatic_ductal,PaTu8988S_Pancreatic_ductal
PBDE,PBDE_Erythroblast_Blood
PBDE_Erythroblast_Blood,PBDE_Erythroblast_Blood
PBDEFetal,PBDEFetal
PC-3_Epithelium_Prostate,PC-3_Epithelium_Prostate
PC-3M-luc_Prostate,PC-3M-luc_Prostate
PC-9_Lung_Cancer_Cell_Lung,PC-9_Lung_Cancer_Cell_Lung
PDB1lox-17_puro-5_iPSC,PDB1lox-17_puro-5_iPSC
PDB1lox-21_puro-26_iPSC,PDB1lox-21_puro-26_iPSC
PDB2lox-17_iPSC,PDB2lox-17_iPSC
PDB2lox-21_iPSC,PDB2lox-21_iPSC
PEER,PEER
Penis_Foreskin_Fibroblast_Primary_Cells_skin01,Penis_Foreskin_Fibroblast_Primary_Cells_skin01
Penis_Foreskin_Fibroblast_Primary_Cells_skin02,Penis_Foreskin_Fibroblast_Primary_Cells_skin02
Penis_Foreskin_Keratinocyte_Primary_Cells_skin02,Penis_Foreskin_Keratinocyte_Primary_Cells_skin02
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03,Penis_Foreskin_Keratinocyte_Primary_Cells_skin03
Penis_Foreskin_Melanocyte_Primary_Cells_skin01,Penis_Foreskin_Melanocyte_Primary_Cells_skin01
Penis_Foreskin_Melanocyte_Primary_Cells_skin03,Penis_Foreskin_Melanocyte_Primary_Cells_skin03
PEO1,PEO1
Pericyte_Umbilical_Vein,Pericyte_Umbilical_Vein
Peripheral_Blood_Mononuclear_Primary_Cells,Peripheral_Blood_Mononuclear_Primary_Cells
Peyer's_patch,Peyer's_patch
PF382,PF382_Blood
PF382_Blood,PF382_Blood
Pfeiffer_B_Lymphocyte_Lymph_Node,Pfeiffer_B_Lymphocyte_Lymph_Node
PFSK-1,PFSK-1_Neuron_Brain
PFSK-1_Neuron_Brain,PFSK-1_Neuron_Brain
pHTE,pHTE
Placenta,Placenta
Placenta_Amnion,Placenta_Amnion
Plasma_Cell,Plasma_Cell
Plasmablast,Plasmablast
Plasmacytoid_dendritic_cell,Plasmacytoid_dendritic_cell
Pons,Pons
Pontine,Pontine
Posterior_Fossa,Posterior_Fossa
Pre-B_Lymphocyte,Pre-B_Lymphocyte
PrEC,PrEC_Epithelium_Prostate
PrEC_Epithelium_Prostate,PrEC_Epithelium_Prostate
Prefrontal,Prefrontal
primary_colorectal_cancer_tumor,Primary_colorectal_cancer_tumor
Proerythroblast,Proerythroblast
Proerythroblast_Blood,Proerythroblast_Blood
Proerythroblast_Bone_Marrow,Proerythroblast_Bone_Marrow
Proerythroblast_Fetal_Liver,Proerythroblast_Fetal_Liver
Progenitor_Cells,Progenitor_Cells
Progenitor_Cells_Cord_blood,Progenitor_Cells_Cord_blood
ProgFib,ProgFib
Promyelocytic_cell_Bone_Marrow,Promyelocytic_cell_Bone_Marrow
Prostate,Prostate
Psoas_Muscle,Psoas_Muscle
PT45-P1_Pancreatic_ductal,PT45-P1_Pancreatic_ductal
putamen,Putamen
R1-AD1_Epithelium_Prostate,R1-AD1_Epithelium_Prostate
R1-D567_Epithelium_Prostate,R1-D567_Epithelium_Prostate
Raji,Raji_Lymphoblast
Raji_B_Lymphocyte_Blood,Raji_Lymphoblast
Raji_Lymphoblast,Raji_Lymphoblast
Ramos_B_Lymphocyte,Ramos_B_Lymphocyte
RD_Muscle,RD_Muscle
Rectal_Mucosa,Rectal_Mucosa
Rectal_Mucosa.Donor_29,Rectal_Mucosa.Donor_29
Rectal_Mucosa.Donor_31,Rectal_Mucosa.Donor_31
Rectal_Smooth_Muscle,Rectal_Smooth_Muscle
Reh,REH
REH,REH
Reh_Leukemia_Cell,Reh_Leukemia_Cell
ReN-VM_Neural_Stem_Cell,ReN-VM_Neural_Stem_Cell
RERF-GC-1B_Gastric_Cancer_Line,RERF-GC-1B_Gastric_Cancer_Line
resting_Blood,Resting_Blood
Resting_Treg,Resting_Treg
Retina,Retina
Retinal_pigment_cell,Retinal_pigment_cell
Rh18,Rh18
Rh18_rhabdomyosarcoma,Rh18_rhabdomyosarcoma
Rh4_Muscle,Rh4_rhabdomyosarcoma
Rh4_rhabdomyosarcoma,Rh4_rhabdomyosarcoma
RH5_rhabdomyosarcoma,RH5_rhabdomyosarcoma
rhabdomyosarcoma,Rhabdomyosarcoma
Right_Atrium,Right_Atrium
right_cardiac_atrium,Right_cardiac_atrium
Right_Ventricle,Right_Ventricle
Rj2.2.5,Rj2.2.5
RKO_Epithelium_Colon,RKO_Epithelium_Colon
RL95-2_Uterus,RL95-2_Uterus
RMS008_rhabdomyosarcoma,RMS008_rhabdomyosarcoma
RMS206_rhabdomyosarcoma,RMS206_rhabdomyosarcoma
RMS209_rhabdomyosarcoma,RMS209_rhabdomyosarcoma
RMS216_rhabdomyosarcoma,RMS216_rhabdomyosarcoma
RMS238_rhabdomyosarcoma,RMS238_rhabdomyosarcoma
RPM-MC_Epithelium,RPM-MC_Epithelium
RPMI-7951_Melanoma_Cell_Skin,RPMI-7951_Melanoma_Cell_Skin
RPMI-8402_T_cell_leukemia_Blood,RPMI-8402_T_cell_leukemia_Blood
RPTEC,RPTEC_Epithelium_Kidney
RPTEC_Epithelium_Kidney,RPTEC_Epithelium_Kidney
RS4_B_Lymphocyte,RS4_B_Lymphocyte
RS4_Leukemic_cells,RS4_Leukemic_cells
RT112_Epithelium_Urinary_Bladder,RT112_Epithelium_Urinary_Bladder
RUES2,RUES2
RUES2_cardiac_progenitor_(CP),RUES2_cardiac_progenitor_(CP)
RUES2_Cardiomyocyte,RUES2_Cardiomyocyte
RUES2_Embryonic_Stem_Cell,RUES2_Embryonic_Stem_Cell
RUES2_Mesodermal_Cell,RUES2_Mesodermal_Cell
RWPE1,RWPE1_Epithelium_Prostate
RWPE1_Epithelium_Prostate,RWPE1_Epithelium_Prostate
SA121_Embryonic_Stem_Cell,SA121_Embryonic_Stem_Cell
SAEC,SAEC
SAEC_Epithelium_Lung,SAEC_Epithelium_Lung
Saos-2_Osteosarcoma_cell,Saos-2_Osteosarcoma_cell_Bone
Saos-2_Osteosarcoma_cell_Bone,Saos-2_Osteosarcoma_cell_Bone
Satellite_Cells_Muscle,Satellite_Cells_Muscle
SCC9_squamous_cell_carcinoma,SCC9_squamous_cell_carcinoma
SCMC_rhabdomyosarcoma,SCMC_rhabdomyosarcoma
SEES-3_Embryonic_Stem_Cell,SEES-3_Embryonic_Stem_Cell
SEM_B_cell_precursor,SEM_B_acute_lymphoblastic_leukemia
SEM_B_Lymphocyte,SEM_B_acute_lymphoblastic_leukemia
SEM_Pre-B_Lymphocyte,SEM_B_acute_lymphoblastic_leukemia
SET2_Megakaryoblastic_Blood,SET2_Megakaryoblastic_Blood
SF268,SF268
SF7761_Diffuse_Intrinsic_Pontine_Glioma_(DIPG),SF7761_Diffuse_Intrinsic_Pontine_Glioma_(DIPG)
SF7761_Neuron,SF7761_Diffuse_Intrinsic_Pontine_Glioma_(DIPG)
SF7761_Pontine,SF7761_Diffuse_Intrinsic_Pontine_Glioma_(DIPG)
SF8628,SF8628_Pontine
SF8628_Pons,SF8628_Pontine
SF8628_Pontine,SF8628_Pontine
SGBS_Adipocyte_Adipose,SGBS_Adipocyte_Adipose
SH-EP,SH-EP_Neuroblastoma_cell
SH-EP_Neuroblastoma_cell,SH-EP_Neuroblastoma_cell
SH-EP-NMYCER,SH-EP-NMYCER
SH-SY5Y,SH-SY5Y_Neuroblastoma_cell
SH-SY5Y_Bone_Marrow,SH-SY5Y_Bone_Marrow
SH-SY5Y_EPOP_Knockdown,SH-SY5Y_EPOP_Knockdown
SH-SY5Y_EPOP_Overexpression,SH-SY5Y_EPOP_Overexpression
SH-SY5Y_Neuroblastoma_cell,SH-SY5Y_Neuroblastoma_cell
SH-SY5Y_Neuron,SH-SY5Y_Neuroblastoma_cell
SH-SY5Y_Neuron_Midbrain,SH-SY5Y_Neuroblastoma_cell
SH(15M)_chromosome_duplication_model_of_Dup15q_syndrome,SH(15M)_chromosome_duplication_model_of_Dup15q_syndrome
Shef_4_Embryonic_Stem_Cell_Embryo,Shef_4_Embryonic_Stem_Cell_Embryo
SHEP-21N_Neuroblastoma_cell_Bone_Marrow,SHEP-21N_Neuroblastoma_cell_Bone_Marrow
Sigmoid_Colon,Sigmoid_Colon
SJCRH30_Fibroblast_Muscle,SJCRH30_Fibroblast_Muscle
SJNB-12_Neuroblastoma_cell,SJNB-12_Neuroblastoma_cell
SJNB-3_SJNB3,SJNB-3_SJNB3
SJNB-6_Neuroblastoma_cell,SJNB-6_Neuroblastoma_cell
SJNB-8_Neuroblastoma_cell,SJNB-8_Neuroblastoma_cell
SJSA-1_Fibroblast_Bone,SJSA-1_Fibroblast_Bone
SK-CO-1,SK-CO-1
"SK-MEL-28_Melanoma_Cell_malignant_melanoma,_noncutaneous_metastasis","SK-MEL-28_Melanoma_Cell_malignant_melanoma,_noncutaneous_metastasis"
SK-N-AS_Neuroblast_Brain,SK-N-AS_Neuroblastoma_cell
SK-N-AS_Neuroblastoma_cell,SK-N-AS_Neuroblastoma_cell
SK-N-BE(2)c_Neuroblastoma_cell,SK-N-BE(2)c_Neuroblastoma_cell
SK-N-DZ_Neuroblast_Brain,SK-N-DZ_Neuroblastoma_cell
SK-N-DZ_Neuroblastoma_cell,SK-N-DZ_Neuroblastoma_cell
SK-N-FI_Neuroblastoma_cell,SK-N-FI_Neuroblastoma_cell
SK-N-MC,SK-N-MC_Brain
SK-N-MC_Brain,SK-N-MC_Brain
SK-N-SH,SK-N-SH_Neuroblastoma_cell_Brain
SK-N-SH_Neuroblastoma_cell_Brain,SK-N-SH_Neuroblastoma_cell_Brain
SK-N-SH_RA,SK-N-SH_RA_Neuron_Brain
SK-N-SH_RA_Neuron_Brain,SK-N-SH_RA_Neuron_Brain
SK-OV-3_Embryonic_Stem_Cell_ovarian,SK-OV-3_Embryonic_Stem_Cell_ovarian
SKBR-3_Breast,SKBR-3_Breast
SKBR-3_Mammary_Gland,SKBR-3_Mammary_Gland
Skeletal_Muscle,Skeletal_Muscle
Skeletal_Muscle_Female,Skeletal_Muscle_Female
Skeletal_Muscle_Male,Skeletal_Muscle_Male
SKH1,SKH1
SKH1_SKH-1_cells,SKH1_SKH-1_cells
Skin,Skin
SKMC,SKMC_Myoblast_Skeletal_Muscle
SKMC_Myoblast_Skeletal_Muscle,SKMC_Myoblast_Skeletal_Muscle
SKmel147_melanoma,SKmel147_Melanoma_Cell
SKmel147_Melanoma_Cell,SKmel147_Melanoma_Cell
SKMEL2_melanoma,SKMEL2_melanoma
SKMEL2_Skin,SKMEL2_Skin
SKmel239_melanoma,SKmel239_melanoma
SKMEL30_Melanoma_Cell,SKMEL30_Melanoma_Cell
SKMEL5_melanoma,SKMEL5_melanoma_Skin
SKMEL5_melanoma_Skin,SKMEL5_melanoma_Skin
SKNO-1_AML_cell,SKNO-1_AML_cell
SKNO-1_Myeloblast_Bone_Marrow,SKNO-1_AML_cell
Small_Intestine,Small_Intestine
SMMC-7721_Liver,SMMC-7721_Liver
Smooth_Muscle_Cell,Smooth_Muscle_Cell
Smooth_Muscle_Cell_Colon,Smooth_Muscle_Cell_Colon
Smooth_Muscle_Cell_Coronary_artery_smooth_muscle,Smooth_Muscle_Cell_Coronary_artery_smooth_muscle
Smooth_Muscle_Cell_Duodenum,Smooth_Muscle_Cell_Duodenum
Smooth_Muscle_Cell_Rectum,Smooth_Muscle_Cell_Rectum
Smooth_Muscle_Cell_Stomach,Smooth_Muscle_Cell_Stomach
Smooth_Muscle_Cell_Umbilical_Vein,Smooth_Muscle_Cell_Umbilical_Vein
Snap-frozen_tissue,Snap-frozen_tissue
SNU-16_Gastric_Cancer_Line,SNU-16_Gastric_Cancer_Line
SNU-16_Stomach,SNU-16_Gastric_Cancer_Line
SNU-1750_Gastric_Cancer_Line,SNU-1750_Gastric_Cancer_Line
SNU016,SNU016
SNU175_Colorectal_cancer_cell_line,SNU175_Colorectal_cancer_cell_line
SNU216_Epithelium,SNU216_Epithelium
SNU638,SNU638
SNU719,SNU719
Spermatid,Spermatid
Spinal_Cord,Spinal_Cord
Spleen,Spleen
Stellate,Stellate
Stem_cell,Stem_cell
Stem_cell_Blood,Stem_cell_Blood
Stem_cell_Foreskin,Stem_cell_Foreskin
Stomach,Stomach
Stomach_Mucosa,Stomach_Mucosa
Stomach_Smooth_Muscle,Stomach_Smooth_Muscle
Stromal_Cell,Stromal_Cell
Stromal_Cell_Adipose,Stromal_Cell_Adipose
Stromal_Cell_Endometrium,Stromal_Cell_Endometrium
SU-DHL10_B_Lymphocyte,SU-DHL10_B_Lymphocyte
SU-DHL2_B_Lymphocyte,SU-DHL2_B_Lymphocyte
SU-DHL4_B_Lymphocyte_Peritoneal_Effusion,SU-DHL4_B_Lymphocyte_Peritoneal_Effusion
SU-DHL5_B_Lymphocyte_Lymph_Node,SU-DHL5_B_Lymphocyte_Lymph_Node
SU-DHL6_B_Lymphocyte_Lymph_Node,SU-DHL6_B_Lymphocyte_Lymph_Node
Substantia_Nigra_Cell_Brain,Substantia_Nigra_Cell_Brain
SUM1315MO2,SUM1315MO2
SUM149,SUM149
SUM149R,SUM149R
SUM159PT_Breast,SUM159PT_Mammary_carcinoma_cell_Breast
SUM159PT_Epithelium_Mammary_Gland,SUM159PT_Mammary_carcinoma_cell_Breast
SUM159PT_Mammary_carcinoma_cell,SUM159PT_Mammary_carcinoma_cell_Breast
SUM159PT_Mammary_carcinoma_cell_Breast,SUM159PT_Mammary_carcinoma_cell_Breast
SUM159R,SUM159R
SUM185PE,SUM185PE_Epithelium_Mammary_Gland
SUM185PE_Epithelium_Mammary_Gland,SUM185PE_Epithelium_Mammary_Gland
SUM229_Mammary_carcinoma_cell_Breast,SUM229_Mammary_carcinoma_cell_Breast
SUM44_Breast,SUM44_Breast
superior_temporal_gyrus,superior_temporal_gyrus
SW1116,SW1116
SW1353_Bone,SW1353_Bone
SW48_Colon_cancer_cell_Colon,SW48_Colon_cancer_cell_Colon
SW480_Colon,SW480_Colon
SW480_Epithelium_Colon,SW480_Epithelium_Colon
SW620_Epithelium_Colon,SW620_Epithelium_Colon
T_C28a2_Chondrocyte,T_C28a2_Chondrocyte
T_Lymphocyte,T_Lymphocyte
T_Lymphocyte_Blood,T_Lymphocyte_Blood
T_Lymphocyte_Cord_blood,T_Lymphocyte_Cord_blood
T_Lymphocyte_Fetal_Thymus,T_Lymphocyte_Fetal_Thymus
T_Lymphocyte_Lung,T_Lymphocyte_Lung
T_Lymphocyte_Lymph_Node,T_Lymphocyte_Lymph_Node
T_Lymphocyte_Synovial_Fluid,T_Lymphocyte_Synovial_Fluid
T_Lymphocyte_Tonsil,T_Lymphocyte_Tonsil
T_Lymphocyte_Umbilical_Cord,T_Lymphocyte_Umbilical_Cord
T-47D,T-47D
T.T,T.T
T.T_T_Lymphocyte_Blood,T.T_T_Lymphocyte_Blood
t(3;21)_paitent,t(3;21)_paitent
T24_Urinary_Bladder,T24_Urinary_Bladder
T47D,T47D
T47D_Bone,T47D
T47D_Breast,T47D
T47D_cancer_cells_Breast,T47D
T47D_Embryonic_Stem_Cell_Breast,T47D
T47D_Epithelium_Mammary_Gland,T47D
T47D-MTVL_Breast,T47D-MTVL
T47D-MTVL_Epithelium_Mammary_Gland,T47D-MTVL
T778,T778
T98G_Brain,T98G_Glioblastoma_cell
T98G_Glioblastoma_cell,T98G_Glioblastoma_cell
TAM_R_Epithelium_Mammary_Gland,TAM_R_Epithelium_Mammary_Gland
TC-797,TC-797
TCam-2,TCam-2
TE-7_Epithelium_Esophagus,TE-7
TE-7_Esophageal_squamous_cell_carcinoma_(ESCC),TE-7
TE10,TE10
TE6,TE6
Testis,Testis
TEX_Lymphocyte_Blood,TEX_Lymphocyte_Blood
TF-1_Erythroblast_Bone_Marrow,TF-1_Erythroblast_Bone_Marrow
Th0_Blood,Th0_Blood
Th1,Th1
Th1_Blood,Th1
Th1_Tonsil,Th1
Th17,Th17
Th17_Blood,Th17
Th17_Tonsil,Th17
Th2,Th2_Blood
Th2_Blood,Th2_Blood
THP-1,THP-1
THP-1_AML_cell,THP-1
THP-1_Leukemia_Cell,THP-1
THP-1_Leukemic_cells,THP-1
THP-1_Macrophage,THP-1
THP-1_Monocyte,THP-1
THP-1_Monocyte_Blood,THP-1
Thymocyte,Thymocyte
Thymocyte_Thymus,Thymocyte
Thymus,Thymus
Thyroid,Thyroid
TIG-3_Fibroblast_Embryonic_Lung,TIG-3_Fibroblast_Embryonic_Lung
TIME_Fibroblast,TIME_Fibroblast
TIME_Glioblastoma_cell_Brain,TIME_Glioblastoma_cell_Brain
TIVE-LTC_T_Lymphocyte_Blood,TIVE-LTC_T_Lymphocyte_Blood
TKO_hESC,TKO_hESC
TKO2_Myeloid_Cell_Blood,TKO2_Myeloid_Cell_Blood
TL-Om1_T_Lymphocyte,TL-Om1_T_Lymphocyte
TMD8,TMD8
Toledo_B_Lymphocyte_Blood,Toledo_B_Lymphocyte_Blood
Tongue,Tongue
Tonsil,Tonsil
TOV-21G,TOV-21G
TR14_Neuroblastoma_cell,TR14_Neuroblastoma_cell
Treg_Blood,Treg_Blood
Treg_cell,Treg_cell
Trophoblast_cell,Trophoblast_cell
Trophoblast_Progenitors,Trophoblast_Progenitors
TSU-1621-MT,TSU-1621-MT
TT_Thyroid,TT_Thyroid
TTC-549_Liver_cell_Liver,TTC-549_Liver_cell_Liver
TTC-549_Liver_tumour_cell_Liver,TTC-549_Liver_tumour_cell_Liver
TTC1240,TTC1240_Malignant_rhabdoid_tumor
TTC1240_Malignant_rhabdoid_tumor,TTC1240_Malignant_rhabdoid_tumor
Tumor_cells,Tumor_cells
Tumor_cells_Brain,Tumor_cells_Brain
"Tumour_cells,_NOS","Tumour_cells,_NOS"
Type_1_innate_lymphoid_cells_Tonsil,Type_1_innate_lymphoid_cells_Tonsil
Type_3_innate_lympoid_cell_Tonsil,Type_3_innate_lympoid_cell_Tonsil
U-2932_B_Lymphocyte,U-2932_B_Lymphocyte
U266B1,U266B1
U266B1_B_Lymphocyte_Blood,U266B1
U266B1_Plasma_Cell,U266B1
U2OS,U2OS
U2OS_Bone,U2OS
U2OS_osteosarcoma,U2OS
U2OS_Osteosarcoma_cell,U2OS
U87,U87
U87_Brain,U87
U87_Glioblastoma_cell,U87
U87_glioma_cancer_cell_line_overexpressing_sGC-beta1,U87_glioma_cancer_cell_line_overexpressing_sGC-beta1
U87MG_Glial_Cell_Brain,U87MG_Glial_Cell_Brain
U937_Acute_myeloid_leukemia,U937
U937_Monocyte,U937
U937_Pleura,U937
UACC-257_melanoma,UACC-257_melanoma
UACC812_Breast,UACC812_Breast
UCH2_Bone,UCH2_Bone
UCSF-4*_Embryonic_Stem_Cell_Embryo,UCSF-4*_Embryonic_Stem_Cell_Embryo
UKE-1_Leukemia_Cell,UKE-1_Leukemia_Cell
UM-SCC-4_Tongue,UM-SCC-4_Tongue
UM-SCC-47_Tongue,UM-SCC-47_Tongue
UM-SCC-74A_Tongue,UM-SCC-74A_Tongue
Umbilical_Cord,Umbilical_Cord
UPR9_Promyelocytic_cell_Bone_Marrow,UPR9_Promyelocytic_cell_Bone_Marrow
Urinary_Bladder,Urinary_Bladder
Urothelia,Urothelia
Uterus,Uterus
V1009,V1009_Colorectal_cancer_cell_line
V1009_Colorectal_cancer_cell_line,V1009_Colorectal_cancer_cell_line
V1024,V1024_Colorectal_cancer_cell_line
V1024_Colorectal_cancer_cell_line,V1024_Colorectal_cancer_cell_line
V1051_Colorectal_cancer_cell_line,V1051_Colorectal_cancer_cell_line
V1058_Colorectal_cancer_cell_line,V1058_Colorectal_cancer_cell_line
V1074,V1074_Colorectal_cancer_cell_line
V1074_Colorectal_cancer_cell_line,V1074_Colorectal_cancer_cell_line
V1106,V1106_Colorectal_cancer_cell_line
V1106_Colorectal_cancer_cell_line,V1106_Colorectal_cancer_cell_line
V206,V206_Colorectal_cancer_cell_line
V206_Colorectal_cancer_cell_line,V206_Colorectal_cancer_cell_line
V389,V389_Colorectal_cancer_cell_line
V389_Colorectal_cancer_cell_line,V389_Colorectal_cancer_cell_line
V410,V410_Colorectal_cancer_cell_line
V410_Colorectal_cancer_cell_line,V410_Colorectal_cancer_cell_line
V411,V411_Colorectal_cancer_cell_line
V411_Colorectal_cancer_cell_line,V411_Colorectal_cancer_cell_line
V429,V429_Colorectal_cancer_cell_line
V429_Colorectal_cancer_cell_line,V429_Colorectal_cancer_cell_line
V432,V432_Colorectal_cancer_cell_line
V432_Colorectal_cancer_cell_line,V432_Colorectal_cancer_cell_line
V456,V456_Colorectal_cancer_cell_line
V456_Colorectal_cancer_cell_line,V456_Colorectal_cancer_cell_line
V457,V457_Colorectal_cancer_cell_line
V457_Colorectal_cancer_cell_line,V457_Colorectal_cancer_cell_line
V481,V481_Colorectal_cancer_cell_line
V481_Colorectal_cancer_cell_line,V481_Colorectal_cancer_cell_line
V5,V5
V576,V576_Colorectal_cancer_cell_line
V576_Colorectal_cancer_cell_line,V576_Colorectal_cancer_cell_line
V6.5_Embryonic_Stem_Cell,V6.5_Embryonic_Stem_Cell
V703_Colorectal_cancer_cell_line,V703_Colorectal_cancer_cell_line
V784,V784_Colorectal_cancer_cell_line
V784_Colorectal_cancer_cell_line,V784_Colorectal_cancer_cell_line
V8,V8
V852,V852_Colorectal_cancer_cell_line
V852_Colorectal_cancer_cell_line,V852_Colorectal_cancer_cell_line
V855,V855_Colorectal_cancer_cell_line
V855_Colorectal_cancer_cell_line,V855_Colorectal_cancer_cell_line
V866,V866_Colorectal_cancer_cell_line
V866_Colorectal_cancer_cell_line,V866_Colorectal_cancer_cell_line
V940,V940_Colorectal_cancer_cell_line
V940_Colorectal_cancer_cell_line,V940_Colorectal_cancer_cell_line
V968,V968_Colorectal_cancer_cell_line
V968_Colorectal_cancer_cell_line,V968_Colorectal_cancer_cell_line
V9P_Colorectal_cancer_cell_line,V9P_Colorectal_cancer_cell_line
VACO_5_Colorectal_cancer_cell_line_colorectal_cancer_cell_line,VACO_5_Colorectal_cancer_cell_line_colorectal_cancer_cell_line
VACO_503,VACO_503
VACO_868,VACO_868
vagina,Vagina
VAL-3_Embryonic_Stem_Cell,VAL-3_Embryonic_Stem_Cell
VCaP_Epithelium_Prostate,VCaP_Epithelium_Prostate
VCS2_Epithelium_Prostate,VCS2_Epithelium_Prostate
vu1199-F_SV43,vu1199-F_SV43
WA-7_Embryonic_Stem_Cell_Embryo,WA-7_Embryonic_Stem_Cell_Embryo
WA09_Embryonic_Stem_Cell_Embryo,WA09_Embryonic_Stem_Cell_Embryo
WERI-Rb-1,WERI-Rb-1_Eye
WERI-Rb-1_Eye,WERI-Rb-1_Eye
WI-38,WI-38_Fibroblast_Lung
WI-38_Fibroblast_Lung,WI-38_Fibroblast_Lung
WIBR1_Embryonic_Stem_Cell_Embryo,WIBR1_Embryonic_Stem_Cell_Embryo
WIBR2_Embryonic_Stem_Cell_Embryo,WIBR2_Embryonic_Stem_Cell_Embryo
WIBR3_Embryonic_Stem_Cell_Embryo,WIBR3_Embryonic_Stem_Cell_Embryo
WIBR7_Embryonic_Stem_Cell_Embryo,WIBR7_Embryonic_Stem_Cell_Embryo
WIS2_Embryonic_Stem_Cell,WIS2_Embryonic_Stem_Cell
WM115_Epithelium_Skin,WM115_Epithelium_Skin
WM164_Melanoma_Cell,WM164_Melanoma_Cell
WM262_Melanocyte_Skin,WM262_Melanocyte_Skin
WM451-lu_Melanocyte_Skin,WM451-lu_Melanocyte_Skin
WM853.2_Melanoma_Cell,WM853.2_Melanoma_Cell
WM989_melanoma,WM989_melanoma
WSU-DLCL2_B_Lymphocyte_Lymph_Node,WSU-DLCL2_B_Lymphocyte_Lymph_Node
YB5_colorectal_adenocarcinoma_Colon,YB5_colorectal_adenocarcinoma_Colon
YCC-21_Gastric_Cancer_Line,YCC-21_Gastric_Cancer_Line
YCC-22_Gastric_Cancer_Line,YCC-22_Gastric_Cancer_Line
YCC-7_Gastric_Cancer_Line,YCC-7_Gastric_Cancer_Line
YCC3_Epithelium,YCC3
YCC3_Gastric_Cancer_Line,YCC3
YD8_squamous_cell_carcinoma_Head_and_neck,YD8_squamous_cell_carcinoma_Head_and_neck
ZNF532-NUT_24335_NMC,ZNF532-NUT_24335_NMC
ZR-75-1_Breast,ZR-75-1
ZR-75-1_Embryonic_Stem_Cell_Breast,ZR-75-1
ZR-75-1_Epithelium_Mammary_Gland,ZR-75-1
ZR-75-30,ZR-75-30_Epithelium_Mammary_Gland
ZR-75-30_Epithelium_Mammary_Gland,ZR-75-30_Epithelium_Mammary_Gland
